0.20542	1.1466
-1.2249	0.075059
0.00060083	-0.75232
0.457	-1.3189
0.22727	1.3084
0.39296	-0.89426
0.97563	-0.13505
-0.16678	0.89152
-1.449	-0.063164
0.38959	1.1353
1.0577	-0.096917
1.0011	-0.16553
0.14414	-1.4576
-0.086278	1.2375
0.7758	-0.058418
1.2148	-0.087168
0.56892	0.052906
0.072702	1.3234
0.1522	1.3495
-0.56845	0.33092
-0.11542	0.99386
-0.057149	-1.2916
-0.11772	1.0817
0.67625	0.28603
-1.0323	0.20104
1.3503	0.14618
-0.34274	1.3536
0.86025	0.0092318
1.0977	-0.0032362
0.69302	0.18892
0.0094455	1.225
0.098494	0.99504
-0.84375	-0.27278
1.0864	-0.11693
0.063392	-1.3928
0.68813	0.0079571
1.0993	-0.36305
-0.12333	-0.68731
-0.16077	1.1379
-1.3141	0.52609
-0.084146	1.1204
0.59346	1.0935
-0.75314	-0.24099
0.15962	-0.80496
-0.24344	-1.3624
-0.068613	1.615
-0.77105	0.19009
-1.0263	0.17706
-0.56889	1.0766
-0.53133	0.88756
-0.069676	1.0776
0.29817	0.90633
-1.0933	-0.013341
-0.095828	1.2953
-0.14486	-1.042
-0.011699	1.2736
1.0634	-0.21086
-1.0307	0.058188
0.11995	1.2689
0.10335	0.78208
1.3853	0.41261
-0.24478	-0.7504
0.54806	-0.34027
-1.1006	-0.41474
-0.8615	-0.03614
0.14839	-0.80352
-0.13648	-1.226
-0.28439	1.018
-0.024035	1.3891
-0.3082	-0.85434
0.56383	1.353
1.3963	-0.0051697
0.017548	1.2142
0.17954	1.1195
0.14331	-1.2797
-0.30308	1.401
-0.76826	0.13278
-0.010143	-0.88865
-0.10835	1.1106
-0.32708	1.0417
0.0065725	0.80748
0.14163	0.9714
-0.057842	-0.68789
0.065914	1.3649
-0.092649	-0.83124
0.090734	-1.3129
0.80373	-0.00451
-1.303	-0.12518
1.4526	-0.15931
-0.15444	1.2315
-0.78264	-0.58256
0.17296	-1.1333
0.016657	0.96846
-0.54862	0.98116
-1.0025	0.2306
0.91589	0.10546
-0.22158	1.1441
0.13703	1.0611
-0.20512	1.0495
-0.2372	0.81086
-0.091548	0.95811
-0.15332	1.176
0.36799	0.98758
0.17709	1.0525
1.3644	0.048211
0.067927	1.4524
0.13562	1.372
0.061299	-1.0889
0.34768	-0.82019
0.061112	-1.3577
0.54815	1.0629
-1.0419	0.099281
-0.1829	-0.74942
-1.3373	0.33545
1.2673	0.13751
0.19779	1.1599
-0.03545	0.75361
-0.059401	-1.3554
-1.1584	-0.24988
0.21585	1.1124
0.072894	1.3562
-0.39734	0.92047
-0.015768	-0.91128
-0.78973	0.21654
0.11951	1.3119
0.14483	0.92884
-0.18246	1.1367
0.96265	0.065712
-0.23455	-0.80812
-0.03766	-1.5521
0.00070842	1.2153
-0.96431	0.24052
0.014526	1.1575
-0.10452	0.61378
-0.11083	1.6081
-1.0179	0.14669
-0.76679	0.052899
1.0169	-0.3168
-0.17533	0.64789
0.040262	-1.1731
-0.97514	-0.22684
-0.29647	-1.2255
0.7645	0.1183
0.075549	-1.0983
0.30048	1.0125
0.34886	1.3433
-0.13776	0.97042
0.024328	1.0863
-0.056561	1.0049
-0.051821	1.329
0.68337	0.99221
1.1059	-0.28708
0.043143	-1.1746
-0.40764	1.0018
-0.06088	1.0618
0.018338	1.0765
0.21028	1.1743
0.082062	0.84923
1.401	-0.057282
-1.1973	-0.048481
-1.1816	-0.0043197
-1.3678	-0.37256
1.1232	-0.090187
0.24686	1.0397
-0.083506	-1.1563
-0.026917	1.1694
0.70524	-0.13883
-0.90913	0.17619
0.44104	1.1899
-1.0041	0.063571
-1.238	0.29363
-1.1244	0.16133
-0.31455	0.77735
-0.5636	0.3831
1.3998	0.072384
-1.2125	-0.0056992
1.211	0.35245
-1.2112	-0.0088618
-0.21998	1.1707
1.1723	-0.015806
0.044381	-1.1552
-0.1096	1.3983
-0.45356	0.039227
-0.056574	0.85213
-0.29864	1.4971
-0.17683	-0.67893
1.005	-0.014054
-0.061605	1.0478
0.14367	0.88351
0.39234	1.2573
0.89162	-0.13779
-0.13926	-0.93972
1.5945	-0.13722
1.3965	-0.33277
0.17195	1.2283
-0.20269	-1.0123
-0.049119	-1.3543
-0.19795	-1.003
-0.075325	0.70452
0.077003	-0.79052
-0.076417	0.93298
0.10082	0.76139
-0.79656	0.16123
-0.0044097	0.76815
0.045182	0.72607
-0.050154	1.241
-0.16842	-0.93172
0.31398	-0.99867
-0.054848	1.261
-0.33819	1.1091
-0.15554	-0.95931
0.14382	1.131
0.24159	1.0792
0.76386	0.62344
0.25626	0.99542
1.1307	-0.14359
-0.19907	1.088
-1.1567	0.18983
-1.1265	0.15458
-0.334	-1.2685
0.023076	1.0963
-0.15173	1.0748
0.2703	1.3058
0.11063	0.68011
0.040053	-1.4806
-0.23052	1.0101
